name,url_x,position,born_year,hometown,height,weight,blood_type,throw_side,bat_side,draft_year,draft_round,education,koshien,year,team_x,number,b_game,b_pa,b_ab,b_r,b_h,b_2b,b_3b,b_hr,b_tb,b_rbi,b_k,b_bb,b_ibb,b_hbp,b_sh,b_sf,b_sb,b_cs,b_dp,b_e,b_avg,b_slg,b_obp,b_ops,Unnamed: 0.1,team_y,salary,_merge
アンドリュー・アルバース,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4657,オリックス,10170,right_only
フランク・ハーマン,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4658,楽天,10000,right_only
銀次(赤見内銀次),,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4660,楽天,10000,right_only
大和(前田大和),,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4663,DeNA,10000,right_only
内海哲也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4664,巨人,10000,right_only
館山昌平,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4665,ヤクルト,9800,right_only
今村猛,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4666,広島,9500,right_only
ニール・ワグナー,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4667,西武,9200,right_only
マット・ドミンゲス,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4668,ロッテ,9000,right_only
タナー・シェッパーズ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4669,ロッテ,9000,right_only
マイク・ボルシンガー,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4670,ロッテ,9000,right_only
田口麗斗,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4671,巨人,9000,right_only
武田翔太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4672,ソフトバンク,9000,right_only
東浜巨,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4673,ソフトバンク,9000,right_only
小川泰弘,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4676,ヤクルト,9000,right_only
又吉克樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4677,中日,8800,right_only
大谷智久,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4678,ロッテ,8800,right_only
三上朋也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4679,DeNA,8750,right_only
西村健太朗,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4681,巨人,8600,right_only
秋吉亮,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4682,ヤクルト,8500,right_only
谷元圭介,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4683,中日,8500,right_only
井納翔一,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4685,DeNA,8500,right_only
中田賢一,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4686,ソフトバンク,8500,right_only
今永昇太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4687,DeNA,8400,right_only
ロベルト・スアレス,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4689,ソフトバンク,8000,right_only
美馬学,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4690,楽天,8000,right_only
宮崎敏郎,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4691,DeNA,8000,right_only
大野雄大,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4692,中日,8000,right_only
マット・カラシティー,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4693,ヤクルト,7800,right_only
西野勇士,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4695,ロッテ,7500,right_only
吉見一起,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4697,中日,7500,right_only
岩瀬仁紀,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4698,中日,7500,right_only
ジョーダン・アルメンゴ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4699,ヤクルト,7300,right_only
山井大介,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4701,中日,7200,right_only
有原航平,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4702,日本ハム,7000,right_only
武隈祥太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4703,西武,7000,right_only
吉川光夫,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4704,巨人,7000,right_only
高橋聡文,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4707,阪神,7000,right_only
エドガー・オルモス,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4708,ロッテ,6700,right_only
大瀬良大地,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4712,広島,6300,right_only
田中健二朗,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4714,DeNA,6100,right_only
ジャフェット・アマダー,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4716,楽天,6000,right_only
石田健大,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4717,DeNA,6000,right_only
松永昂大,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4718,ロッテ,6000,right_only
十亀剣,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4719,西武,6000,right_only
雄平(高井雄平),,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4722,ヤクルト,6000,right_only
ディエゴ・モレノ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4723,阪神,5700,right_only
唐川侑己,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4725,ロッテ,5600,right_only
浅尾拓也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4727,中日,5600,right_only
ジュリスベル・グラシアル,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4728,ソフトバンク,5500,right_only
エドウィン・エスコバー,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4729,DeNA,5500,right_only
佐藤達也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4732,オリックス,5500,right_only
一岡竜司,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4738,広島,5300,right_only
大竹寛,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4739,巨人,5250,right_only
亀井善行(義行),,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4740,巨人,5200,right_only
スティーブン・モヤ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4741,中日,5000,right_only
ソイロ・アルモンテ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4742,中日,5000,right_only
オネルキ・ガルシア,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4743,中日,5000,right_only
ブライアン・ロドリゲス,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4744,日本ハム,5000,right_only
岸田護,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4745,オリックス,5000,right_only
鍵谷陽平,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4748,日本ハム,5000,right_only
俊介(藤川俊介),,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4749,阪神,5000,right_only
岩田稔,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,阪神,5000,right_only
薮田和樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4752,広島,4800,right_only
石山泰稚,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4753,ヤクルト,4800,right_only
濵口遥大,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4754,DeNA,4750,right_only
レオネル・カンポス,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4756,広島,4500,right_only
岩崎優,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4757,阪神,4500,right_only
桑原謙太朗,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4758,阪神,4500,right_only
内竜也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4759,ロッテ,4500,right_only
辛島航,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4760,楽天,4500,right_only
寺原隼人,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4761,ソフトバンク,4500,right_only
山岡泰輔,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4763,オリックス,4300,right_only
岡田明丈,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4765,広島,4200,right_only
砂田毅樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4766,DeNA,4200,right_only
秋山拓巳,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4768,阪神,4100,right_only
アリエル・ミランダ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4769,ソフトバンク,4000,right_only
二木康太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4771,ロッテ,4000,right_only
嘉弥真新也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4777,ソフトバンク,4000,right_only
高山俊,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4779,阪神,3800,right_only
九里亜蓮,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4780,広島,3800,right_only
塩見貴洋,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4782,楽天,3800,right_only
黒木優太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4785,オリックス,3700,right_only
松葉貴大,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4786,オリックス,3650,right_only
高梨裕稔,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4787,日本ハム,3600,right_only
須田幸太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4788,DeNA,3600,right_only
松岡健一,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4789,ヤクルト,3600,right_only
田原誠次,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4791,巨人,3600,right_only
高橋朋己,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4792,西武,3550,right_only
ネフタリ・ソト,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4793,DeNA,3500,right_only
村田透,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4794,日本ハム,3500,right_only
近藤大亮,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4795,オリックス,3500,right_only
高木勇人,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4796,西武,3500,right_only
岩貞祐太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4799,阪神,3500,right_only
オコエ・ディクソン,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4801,楽天,3400,right_only
南昌輝,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4802,ロッテ,3400,right_only
藤岡貴裕,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4803,日本ハム,3400,right_only
藤岡貴裕,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4804,ロッテ,3400,right_only
高谷裕亮,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4805,ソフトバンク,3400,right_only
カイル・マーティン,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4806,西武,3300,right_only
エフレン・ナバーロ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4807,阪神,3300,right_only
中田廉,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4809,広島,3300,right_only
ジョニー・ヘルウェグ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4810,広島,3287,right_only
加藤貴之,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4812,日本ハム,3200,right_only
山中浩史,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4813,ヤクルト,3200,right_only
加賀繁,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4819,DeNA,3100,right_only
福井優也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4820,広島,3100,right_only
岡田俊哉,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4821,中日,3100,right_only
ジョエリー・ロドリゲス,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4822,中日,3000,right_only
ドン・ローチ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4823,オリックス,3000,right_only
高梨雄平,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4824,楽天,3000,right_only
吉田一将,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4825,オリックス,3000,right_only
石川柊太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4826,ソフトバンク,3000,right_only
原樹理,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4832,ヤクルト,2900,right_only
祖父江大輔,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4833,中日,2900,right_only
有吉優樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4838,ロッテ,2800,right_only
村中恭兵,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4841,ヤクルト,2800,right_only
福谷浩司,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4842,中日,2800,right_only
海田智行,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4843,オリックス,2750,right_only
榎田大樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4845,西武,2700,right_only
大嶺祐太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4847,ロッテ,2625,right_only
多和田真三郎,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4848,西武,2600,right_only
東明大貴,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4851,オリックス,2550,right_only
山本哲哉,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4855,ヤクルト,2500,right_only
若松駿太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4856,中日,2500,right_only
杉内俊哉,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4857,巨人,2500,right_only
畠世周,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4858,巨人,2400,right_only
近藤一樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4860,ヤクルト,2400,right_only
上沢直之,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4861,日本ハム,2400,right_only
宮國椋丞,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4863,巨人,2400,right_only
釜田佳直,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4867,楽天,2300,right_only
酒居知史,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4873,ロッテ,2250,right_only
塚原頌平,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4874,オリックス,2250,right_only
星知弥,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4876,ヤクルト,2200,right_only
高田知季,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4877,ソフトバンク,2200,right_only
金田和之,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4878,オリックス,2200,right_only
陳冠宇(チェン・グァンユウ),,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4881,ロッテ,2160,right_only
高橋光成,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4882,西武,2150,right_only
岡本洋介,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4883,阪神,2130,right_only
小笠原慎之介,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4884,中日,2100,right_only
白村明弘,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4885,日本ハム,2100,right_only
三嶋一輝,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4889,DeNA,2100,right_only
関谷亮太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4890,ロッテ,2050,right_only
リバン・モイネロ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4891,ソフトバンク,2000,right_only
池田駿,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4892,巨人,2000,right_only
サビエル・バティスタ,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4893,広島,2000,right_only
小林慶祐,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4894,オリックス,2000,right_only
戸根千明,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4896,巨人,2000,right_only
安樂智大,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4897,楽天,2000,right_only
郭俊麟,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4898,西武,2000,right_only
成瀬善久,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4902,ヤクルト,2000,right_only
青山浩二,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4903,楽天,2000,right_only
戸村健次,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4904,楽天,2000,right_only
エディソン・バリオス,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4905,DeNA,2000,right_only
飯田優也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4906,阪神,2000,right_only
飯田優也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4907,ソフトバンク,2000,right_only
永川勝浩,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4911,広島,2000,right_only
久古健太郎,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4912,ヤクルト,2000,right_only
佐々木千隼,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4916,ロッテ,1970,right_only
浦野博司,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4917,日本ハム,1940,right_only
デュアンテ・ヒース,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4918,西武,1925,right_only
小山雄輝,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4922,楽天,1900,right_only
G後藤武敏,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4923,DeNA,1890,right_only
斎藤佑樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4928,日本ハム,1830,right_only
小野泰己,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4929,阪神,1800,right_only
藤平尚真,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4930,楽天,1800,right_only
石崎剛,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4933,阪神,1800,right_only
宮崎祐樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4934,オリックス,1800,right_only
高城俊人,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4935,オリックス,1800,right_only
高城俊人,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4936,DeNA,1800,right_only
戸田隆矢,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4938,広島,1800,right_only
由規(佐藤由規),,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4939,ヤクルト,1800,right_only
中澤雅人,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4940,ヤクルト,1750,right_only
公文克彦,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4942,日本ハム,1730,right_only
野田昇吾,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4944,西武,1700,right_only
山崎福也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4945,オリックス,1700,right_only
二保旭,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4949,ソフトバンク,1700,right_only
国吉佑樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4950,DeNA,1700,right_only
岡崎太一,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4951,阪神,1700,right_only
伊藤準規,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4953,中日,1700,right_only
ジェイソン・ウルキデス,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4954,ヤクルト,1650,right_only
森原康平,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4957,楽天,1600,right_only
平井克典,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4958,西武,1600,right_only
大山暁史,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4962,オリックス,1600,right_only
西宮悠介,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4963,楽天,1600,right_only
中川皓太,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4968,巨人,1560,right_only
井口和朋,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4970,日本ハム,1550,right_only
田嶋大樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4972,オリックス,1500,right_only
近藤弘樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4973,楽天,1500,right_only
齋藤大将,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4974,西武,1500,right_only
鈴木博志,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4975,中日,1500,right_only
鍬原拓也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4976,巨人,1500,right_only
東克樹,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4977,DeNA,1500,right_only
馬場皐輔,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4978,阪神,1500,right_only
佐野泰雄,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4979,西武,1500,right_only
松坂大輔,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4980,中日,1500,right_only
平田真吾,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4981,DeNA,1500,right_only
比嘉幹貴,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4982,オリックス,1500,right_only
松田遼馬,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4986,ソフトバンク,1500,right_only
松田遼馬,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4987,阪神,1500,right_only
久保裕也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4991,楽天,1500,right_only
久保裕也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4992,楽天,1500,right_only
高橋純平,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4993,ソフトバンク,1470,right_only
杉浦稔大,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4994,日本ハム,1460,right_only
柳裕也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4995,中日,1450,right_only
矢崎拓也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4996,広島,1450,right_only
田中正義,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,ソフトバンク,1450,right_only
篠原慎平,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,4998,巨人,1440,right_only
岡本健,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,5001,ソフトバンク,1400,right_only
今井達也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,5008,西武,1300,right_only
熊原健人,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,5009,DeNA,1300,right_only
青柳晃洋,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,5010,阪神,1300,right_only
横山雄哉,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,5013,阪神,1300,right_only
石川直也,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,5014,日本ハム,1300,right_only
