name,url_x,position,born_year,hometown,height,weight,blood_type,throw_side,bat_side,draft_year,draft_round,education,koshien,year,team_x,number,b_game,b_pa,b_ab,b_r,b_h,b_2b,b_3b,b_hr,b_tb,b_rbi,b_k,b_bb,b_ibb,b_hbp,b_sh,b_sf,b_sb,b_cs,b_dp,b_e,b_avg,b_slg,b_obp,b_ops,Unnamed: 0.1,team_y,salary,_merge
荒張裕司,http://www.baseball-lab.jp/player/detail/1000028,捕,1989.0,大阪,180cm,83kg,O型,右,右,2009.0,6位,日本航空二高─愛知学院大中退─四国九州ＩＬ・徳島,False,2016,日本ハム,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3489,日本ハム,510,both
田中賢介,http://www.baseball-lab.jp/player/detail/11905,内,1981.0,福岡,176cm,80kg,O型,右,左,1999.0,2位,東福岡高─日本ハム─ジャイアンツ─レンジャーズ─３Ａラウンドロック─日本ハム,True,2015,日本ハム,3.0,134,596,532,62,151,20,2,4,187,66,58,57,0,1,5,1,9,3,9,10,0.284,0.352,0.354,0.705,1857,日本ハム,15000,both
田中賢介,http://www.baseball-lab.jp/player/detail/11905,内,1981.0,福岡,176cm,80kg,O型,右,左,1999.0,2位,東福岡高─日本ハム─ジャイアンツ─レンジャーズ─３Ａラウンドロック─日本ハム,True,2016,日本ハム,3.0,143,626,541,61,147,14,1,2,169,53,56,69,3,9,3,4,22,8,4,10,0.272,0.312,0.361,0.674,2764,日本ハム,15000,both
田中賢介,http://www.baseball-lab.jp/player/detail/11905,内,1981.0,福岡,176cm,80kg,O型,右,左,1999.0,2位,東福岡高─日本ハム─ジャイアンツ─レンジャーズ─３Ａラウンドロック─日本ハム,True,2017,日本ハム,3.0,107,349,314,22,79,6,1,2,93,18,36,35,1,0,0,0,11,4,4,6,0.252,0.296,0.327,0.623,3667,日本ハム,20000,both
田中賢介,http://www.baseball-lab.jp/player/detail/11905,内,1981.0,福岡,176cm,80kg,O型,右,左,1999.0,2位,東福岡高─日本ハム─ジャイアンツ─レンジャーズ─３Ａラウンドロック─日本ハム,True,2018,日本ハム,3.0,67,124,105,12,31,3,0,0,34,8,14,18,1,0,1,0,0,1,0,0,0.295,0.324,0.398,0.722,4694,日本ハム,7500,both
田中賢介,http://www.baseball-lab.jp/player/detail/11905,内,1981.0,福岡,176cm,80kg,O型,右,左,1999.0,2位,東福岡高─日本ハム─ジャイアンツ─レンジャーズ─３Ａラウンドロック─日本ハム,True,2019,日本ハム,3.0,89,170,153,15,39,6,2,1,52,16,17,14,1,0,2,1,0,0,3,0,0.255,0.34,0.315,0.655,5659,日本ハム,6500,both
淺間大基,http://www.baseball-lab.jp/player/detail/1400119,外,1996.0,東京,183cm,83kg,B型,右,左,2014.0,3位,横浜高─日本ハム,True,2015,日本ハム,26.0,46,140,130,16,37,6,3,0,49,10,29,5,0,0,3,2,4,2,2,0,0.285,0.377,0.307,0.683,2429,日本ハム,840,both
淺間大基,http://www.baseball-lab.jp/player/detail/1400119,外,1996.0,東京,183cm,83kg,B型,右,左,2014.0,3位,横浜高─日本ハム,True,2016,日本ハム,26.0,52,115,110,9,21,4,1,1,30,9,36,4,0,0,1,0,2,1,0,0,0.191,0.273,0.219,0.492,3289,日本ハム,900,both
淺間大基,http://www.baseball-lab.jp/player/detail/1400119,外,1996.0,東京,183cm,83kg,B型,右,左,2014.0,3位,横浜高─日本ハム,True,2017,日本ハム,26.0,19,44,42,2,7,3,0,0,10,3,17,2,0,0,0,0,1,0,1,1,0.167,0.238,0.205,0.443,4183,日本ハム,960,both
淺間大基,http://www.baseball-lab.jp/player/detail/1400119,外,1996.0,東京,183cm,83kg,B型,右,左,2014.0,3位,横浜高─日本ハム,True,2018,日本ハム,26.0,31,99,88,11,21,6,0,3,36,7,18,10,0,1,0,0,1,1,2,0,0.239,0.409,0.323,0.732,5124,日本ハム,910,both
淺間大基,http://www.baseball-lab.jp/player/detail/1400119,外,1996.0,東京,183cm,83kg,B型,右,左,2014.0,3位,横浜高─日本ハム,True,2019,日本ハム,26.0,13,33,29,4,6,2,1,0,10,1,5,1,0,0,3,0,0,0,0,2,0.207,0.345,0.233,0.578,6012,日本ハム,1100,both
清水優心,http://www.baseball-lab.jp/player/detail/1400118,捕,1996.0,山口,185cm,87kg,A型,右,右,2014.0,2位,九州国際大付高─日本ハム,True,2015,日本ハム,10.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2401,日本ハム,940,both
清水優心,http://www.baseball-lab.jp/player/detail/1400118,捕,1996.0,山口,185cm,87kg,A型,右,右,2014.0,2位,九州国際大付高─日本ハム,True,2016,日本ハム,10.0,5,8,8,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,3418,日本ハム,610,both
清水優心,http://www.baseball-lab.jp/player/detail/1400118,捕,1996.0,山口,185cm,87kg,A型,右,右,2014.0,2位,九州国際大付高─日本ハム,True,2017,日本ハム,10.0,61,120,111,7,22,4,0,1,29,10,35,5,0,0,3,1,0,0,4,5,0.198,0.261,0.231,0.492,4312,日本ハム,640,both
清水優心,http://www.baseball-lab.jp/player/detail/1400118,捕,1996.0,山口,185cm,87kg,A型,右,右,2014.0,2位,九州国際大付高─日本ハム,True,2018,日本ハム,10.0,86,242,200,25,43,7,0,7,71,21,51,18,0,3,20,1,0,1,4,3,0.215,0.355,0.288,0.643,5094,日本ハム,1000,both
清水優心,http://www.baseball-lab.jp/player/detail/1400118,捕,1996.0,山口,185cm,87kg,A型,右,右,2014.0,2位,九州国際大付高─日本ハム,True,2019,日本ハム,10.0,98,246,216,17,56,8,0,5,79,24,51,19,0,1,9,1,0,1,6,7,0.259,0.366,0.321,0.686,5840,日本ハム,2000,both
佐藤正尭,http://www.baseball-lab.jp/player/detail/1400125,捕,1996.0,愛知,168cm,78kg,A型,右,右,2014.0,9位,愛知啓成高,False,2015,日本ハム,69.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2642,日本ハム,450,both
横尾俊建,http://www.baseball-lab.jp/player/detail/1500114,内,1993.0,東京,175cm,97kg,O型,右,右,2015.0,6位,日大三高─慶大─日本ハム,True,2016,日本ハム,58.0,10,17,17,1,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0.118,0.118,0.118,0.235,3358,日本ハム,750,both
横尾俊建,http://www.baseball-lab.jp/player/detail/1500114,内,1993.0,東京,175cm,97kg,O型,右,右,2015.0,6位,日大三高─慶大─日本ハム,True,2017,日本ハム,58.0,50,149,134,14,32,3,0,7,56,20,45,11,0,3,0,1,0,0,2,0,0.239,0.418,0.309,0.727,4254,日本ハム,760,both
横尾俊建,http://www.baseball-lab.jp/player/detail/1500114,内,1993.0,東京,175cm,97kg,O型,右,右,2015.0,6位,日大三高─慶大─日本ハム,True,2018,日本ハム,58.0,74,210,193,18,40,2,0,9,69,24,45,9,0,4,2,2,0,1,5,3,0.207,0.358,0.255,0.612,5012,日本ハム,1300,both
横尾俊建,http://www.baseball-lab.jp/player/detail/1500114,内,1993.0,東京,175cm,97kg,O型,右,右,2015.0,6位,日大三高─慶大─日本ハム,True,2019,日本ハム,58.0,78,191,170,7,32,10,0,3,51,13,34,15,2,4,1,1,0,0,4,5,0.188,0.3,0.268,0.568,5828,日本ハム,2100,both
平沼翔太,http://www.baseball-lab.jp/player/detail/1500112,内,1997.0,福井,179cm,78kg,A型,右,左,2015.0,4位,敦賀気比高─日本ハム,True,2016,日本ハム,45.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3484,日本ハム,520,both
平沼翔太,http://www.baseball-lab.jp/player/detail/1500112,内,1997.0,福井,179cm,78kg,A型,右,左,2015.0,4位,敦賀気比高─日本ハム,True,2017,日本ハム,45.0,4,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4386,日本ハム,520,both
平沼翔太,http://www.baseball-lab.jp/player/detail/1500112,内,1997.0,福井,179cm,78kg,A型,右,左,2015.0,4位,敦賀気比高─日本ハム,True,2018,日本ハム,45.0,7,9,9,0,3,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0.333,0.444,0.333,0.778,5315,日本ハム,540,both
平沼翔太,http://www.baseball-lab.jp/player/detail/1500112,内,1997.0,福井,179cm,78kg,A型,右,左,2015.0,4位,敦賀気比高─日本ハム,True,2019,日本ハム,45.0,73,184,165,20,39,9,2,1,55,16,26,10,0,3,5,1,2,1,3,6,0.236,0.333,0.291,0.624,6248,日本ハム,570,both
姫野優也,http://www.baseball-lab.jp/player/detail/1500116,外,1997.0,大阪,184cm,83kg,B型,右,右,2015.0,8位,大阪偕星学園高─日本ハム,True,2016,日本ハム,61.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3537,日本ハム,470,both
姫野優也,http://www.baseball-lab.jp/player/detail/1500116,外,1997.0,大阪,184cm,83kg,B型,右,右,2015.0,8位,大阪偕星学園高─日本ハム,True,2017,日本ハム,61.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4448,日本ハム,470,both
姫野優也,http://www.baseball-lab.jp/player/detail/1500116,外,1997.0,大阪,184cm,83kg,B型,右,右,2015.0,8位,大阪偕星学園高─日本ハム,True,2018,日本ハム,61.0,2,5,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5386,日本ハム,470,both
姫野優也,http://www.baseball-lab.jp/player/detail/1500116,外,1997.0,大阪,184cm,83kg,B型,右,右,2015.0,8位,大阪偕星学園高─日本ハム,True,2019,日本ハム,61.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6329,日本ハム,490,both
石井一成,http://www.baseball-lab.jp/player/detail/1600134,内,1994.0,栃木,182cm,78kg,O型,右,左,2016.0,2位,作新学院高─早大─日本ハム,True,2017,日本ハム,38.0,114,361,317,33,65,8,2,3,86,24,113,28,0,1,14,1,3,5,6,11,0.205,0.271,0.271,0.542,4110,日本ハム,1200,both
石井一成,http://www.baseball-lab.jp/player/detail/1600134,内,1994.0,栃木,182cm,78kg,O型,右,左,2016.0,2位,作新学院高─早大─日本ハム,True,2018,日本ハム,38.0,69,163,148,17,28,6,2,1,41,4,47,12,0,1,2,0,3,0,0,7,0.189,0.277,0.255,0.532,4941,日本ハム,1740,both
石井一成,http://www.baseball-lab.jp/player/detail/1600134,内,1994.0,栃木,182cm,78kg,O型,右,左,2016.0,2位,作新学院高─早大─日本ハム,True,2019,日本ハム,38.0,76,226,196,26,44,10,3,4,72,22,61,16,0,0,13,1,2,3,3,7,0.224,0.367,0.282,0.649,5886,日本ハム,1620,both
森山恵佑,http://www.baseball-lab.jp/player/detail/1600136,外,1994.0,富山,188cm,97kg,B型,左,左,2016.0,4位,星稜高─専大─日本ハム,False,2017,日本ハム,44.0,5,12,11,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,0.0,0.0,0.083,0.083,4216,日本ハム,840,both
森山恵佑,http://www.baseball-lab.jp/player/detail/1600136,外,1994.0,富山,188cm,97kg,B型,左,左,2016.0,4位,星稜高─専大─日本ハム,False,2018,日本ハム,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5150,日本ハム,840,both
森山恵佑,http://www.baseball-lab.jp/player/detail/1600136,外,1994.0,富山,188cm,97kg,B型,左,左,2016.0,4位,星稜高─専大─日本ハム,False,2019,日本ハム,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6106,日本ハム,820,both
今井順之助,http://www.baseball-lab.jp/player/detail/1600140,内,1998.0,岐阜,175cm,91kg,A型,右,左,2016.0,9位,岐阜・中京高─日本ハム,True,2017,日本ハム,70.0,1,4,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,4447,日本ハム,470,both
今井順之助,http://www.baseball-lab.jp/player/detail/1600140,内,1998.0,岐阜,175cm,91kg,A型,右,左,2016.0,9位,岐阜・中京高─日本ハム,True,2018,日本ハム,70.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5383,日本ハム,480,both
今井順之助,http://www.baseball-lab.jp/player/detail/1600140,内,1998.0,岐阜,175cm,91kg,A型,右,左,2016.0,9位,岐阜・中京高─日本ハム,True,2019,日本ハム,70.0,2,7,7,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0.143,0.143,0.143,0.286,6336,日本ハム,480,both
郡拓也,http://www.baseball-lab.jp/player/detail/1600138,捕,1998.0,東京,178cm,83kg,B型,右,右,2016.0,7位,帝京高─日本ハム,False,2017,日本ハム,60.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4442,日本ハム,480,both
郡拓也,http://www.baseball-lab.jp/player/detail/1600138,捕,1998.0,東京,178cm,83kg,B型,右,右,2016.0,7位,帝京高─日本ハム,False,2018,日本ハム,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5374,日本ハム,490,both
郡拓也,http://www.baseball-lab.jp/player/detail/1600138,捕,1998.0,東京,178cm,83kg,B型,右,右,2016.0,7位,帝京高─日本ハム,False,2019,日本ハム,60.0,2,4,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,6327,日本ハム,490,both
鶴岡慎也,http://www.baseball-lab.jp/player/detail/20225,捕,1981.0,鹿児島,176cm,78kg,A型,右,右,2002.0,8巡目,樟南高─三菱重工横浜硬式野球クラブ─日本ハム─ソフトバンク─日本ハム,True,2018,日本ハム,22.0,101,260,239,13,58,9,0,2,73,22,45,14,0,3,4,0,1,1,5,4,0.243,0.305,0.293,0.598,4827,日本ハム,3000,both
鶴岡慎也,http://www.baseball-lab.jp/player/detail/20225,捕,1981.0,鹿児島,176cm,78kg,A型,右,右,2002.0,8巡目,樟南高─三菱重工横浜硬式野球クラブ─日本ハム─ソフトバンク─日本ハム,True,2019,日本ハム,22.0,35,69,62,4,11,2,0,1,16,4,13,3,0,0,4,0,0,0,2,2,0.177,0.258,0.215,0.473,5674,日本ハム,6000,both
鶴岡慎也,http://www.baseball-lab.jp/player/detail/20225,捕,1981.0,鹿児島,176cm,78kg,A型,右,右,2002.0,8巡目,樟南高─三菱重工横浜硬式野球クラブ─日本ハム─ソフトバンク─日本ハム,True,2014,ソフトバンク,8.0,98,190,162,12,35,4,3,0,45,25,23,7,0,0,17,4,0,2,5,2,0.216,0.278,0.243,0.521,1033,ソフトバンク,7600,both
鶴岡慎也,http://www.baseball-lab.jp/player/detail/20225,捕,1981.0,鹿児島,176cm,78kg,A型,右,右,2002.0,8巡目,樟南高─三菱重工横浜硬式野球クラブ─日本ハム─ソフトバンク─日本ハム,True,2015,ソフトバンク,8.0,56,142,128,7,25,3,1,1,33,9,17,7,0,0,5,2,1,0,2,1,0.195,0.258,0.234,0.491,1929,ソフトバンク,7600,both
鶴岡慎也,http://www.baseball-lab.jp/player/detail/20225,捕,1981.0,鹿児島,176cm,78kg,A型,右,右,2002.0,8巡目,樟南高─三菱重工横浜硬式野球クラブ─日本ハム─ソフトバンク─日本ハム,True,2016,ソフトバンク,33.0,103,263,231,14,58,12,2,2,80,26,26,9,0,2,20,1,1,0,9,1,0.251,0.346,0.284,0.63,2835,ソフトバンク,7600,both
鶴岡慎也,http://www.baseball-lab.jp/player/detail/20225,捕,1981.0,鹿児島,176cm,78kg,A型,右,右,2002.0,8巡目,樟南高─三菱重工横浜硬式野球クラブ─日本ハム─ソフトバンク─日本ハム,True,2017,ソフトバンク,33.0,29,32,28,6,9,0,0,3,18,5,3,3,0,0,1,0,0,0,1,0,0.321,0.643,0.387,1.03,3767,ソフトバンク,7600,both
清宮幸太郎,http://www.baseball-lab.jp/player/detail/1700025,内,1999.0,東京,184cm,101kg,O型,右,左,2017.0,1位,早実高─日本ハム,True,2018,日本ハム,21.0,53,180,160,17,32,4,2,7,61,18,60,16,2,3,0,1,0,0,1,0,0.2,0.381,0.283,0.665,4971,日本ハム,1500,both
清宮幸太郎,http://www.baseball-lab.jp/player/detail/1700025,内,1999.0,東京,184cm,101kg,O型,右,左,2017.0,1位,早実高─日本ハム,True,2019,日本ハム,21.0,81,278,250,26,51,11,1,7,85,33,75,21,0,3,0,4,0,1,4,4,0.204,0.34,0.27,0.61,5863,日本ハム,1800,both
難波侑平,http://www.baseball-lab.jp/player/detail/1700028,内,1999.0,岡山,178cm,79kg,B型,右,左,2017.0,4位,創志学園高─日本ハム,True,2018,日本ハム,55.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5327,日本ハム,520,both
難波侑平,http://www.baseball-lab.jp/player/detail/1700028,内,1999.0,岡山,178cm,79kg,B型,右,左,2017.0,4位,創志学園高─日本ハム,True,2019,日本ハム,55.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6279,日本ハム,520,both
王柏融,http://www.baseball-lab.jp/player/detail/1800127,外,1993.0,台湾,182cm,94kg,不明,右,左,,,穀保高級家事商業職業学校─中国文化大─台湾・ラミゴ─日本ハム,False,2019,日本ハム,99.0,88,340,306,18,78,13,0,3,100,35,65,25,1,6,0,3,1,0,6,0,0.255,0.327,0.321,0.647,5606,日本ハム,9000,both
万波中正,http://www.baseball-lab.jp/player/detail/1800093,外,2000.0,東京,191cm,95kg,A型,右,右,2018.0,4位,横浜高─日本ハム,True,2019,日本ハム,66.0,2,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6278,日本ハム,520,both
白村明弘,http://www.baseball-lab.jp/player/detail/1300047,外,1991.0,岐阜,187cm,83kg,B型,右,左,2013.0,6位,慶応高─慶大─日本ハム,True,2019,日本ハム,43.0,1,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5861,日本ハム,1850,both
野村佑希,http://www.baseball-lab.jp/player/detail/1800091,内,2000.0,アメリカ,187cm,92kg,O型,右,右,2018.0,2位,花咲徳栄高─日本ハム,True,2019,日本ハム,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6210,日本ハム,600,both
田宮裕涼,http://www.baseball-lab.jp/player/detail/1800095,捕,2000.0,千葉,175cm,77kg,A型,右,左,2018.0,6位,成田高─日本ハム,False,2019,日本ハム,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6331,日本ハム,480,both
海老原一佳,http://www.baseball-lab.jp/player/detail/1800097,外,1995.0,東京,189cm,96kg,A型,右,左,2018.0,（育）1位,創価高─創価大─ＢＣリーグ・富山─日本ハム,False,2019,日本ハム,144.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6378,日本ハム,300,both
鈴木大地,http://www.baseball-lab.jp/player/detail/1100103,内,1989.0,静岡,175cm,79kg,O型,右,左,2011.0,3位,桐蔭学園高─東洋大─ロッテ─楽天,False,2014,ロッテ,7.0,144,610,533,60,153,29,7,3,205,43,57,45,0,6,22,4,7,1,1,8,0.287,0.385,0.347,0.732,1114,ロッテ,4200,both
鈴木大地,http://www.baseball-lab.jp/player/detail/1100103,内,1989.0,静岡,175cm,79kg,O型,右,左,2011.0,3位,桐蔭学園高─東洋大─ロッテ─楽天,False,2015,ロッテ,7.0,142,564,487,60,128,24,4,6,178,50,58,47,1,3,24,3,1,5,10,10,0.263,0.366,0.33,0.695,1941,ロッテ,7000,both
鈴木大地,http://www.baseball-lab.jp/player/detail/1100103,内,1989.0,静岡,175cm,79kg,O型,右,左,2011.0,3位,桐蔭学園高─東洋大─ロッテ─楽天,False,2016,ロッテ,7.0,143,583,501,62,143,30,2,6,195,61,56,50,2,9,16,7,3,1,9,16,0.285,0.389,0.356,0.745,2830,ロッテ,8000,both
鈴木大地,http://www.baseball-lab.jp/player/detail/1100103,内,1989.0,静岡,175cm,79kg,O型,右,左,2011.0,3位,桐蔭学園高─東洋大─ロッテ─楽天,False,2017,ロッテ,7.0,143,588,508,56,132,27,5,11,202,52,85,55,1,18,3,4,6,5,7,5,0.26,0.398,0.35,0.748,3722,ロッテ,10000,both
鈴木大地,http://www.baseball-lab.jp/player/detail/1100103,内,1989.0,静岡,175cm,79kg,O型,右,左,2011.0,3位,桐蔭学園高─東洋大─ロッテ─楽天,False,2018,ロッテ,7.0,143,558,477,44,127,27,6,8,190,49,55,44,2,17,14,6,8,4,11,10,0.266,0.398,0.346,0.744,4649,ロッテ,11000,both
鈴木大地,http://www.baseball-lab.jp/player/detail/1100103,内,1989.0,静岡,175cm,79kg,O型,右,左,2011.0,3位,桐蔭学園高─東洋大─ロッテ─楽天,False,2019,ロッテ,7.0,140,614,527,76,152,34,4,15,239,68,75,56,0,16,13,2,3,1,11,2,0.288,0.454,0.373,0.826,5585,ロッテ,10000,both
角中勝也,http://www.baseball-lab.jp/player/detail/700087,外,1987.0,石川,180cm,85kg,A型,右,左,2006.0,7巡目,日本航空二高─四国ＩＬ・高知─ロッテ,False,2014,ロッテ,61.0,133,544,451,62,125,22,5,8,181,57,66,76,0,6,7,4,9,1,4,1,0.277,0.401,0.385,0.787,1088,ロッテ,5000,both
角中勝也,http://www.baseball-lab.jp/player/detail/700087,外,1987.0,石川,180cm,85kg,A型,右,左,2006.0,7巡目,日本航空二高─四国ＩＬ・高知─ロッテ,False,2015,ロッテ,61.0,111,484,427,57,125,20,5,6,173,52,52,47,0,1,7,2,8,4,12,4,0.293,0.405,0.363,0.768,1938,ロッテ,7100,both
角中勝也,http://www.baseball-lab.jp/player/detail/700087,外,1987.0,石川,180cm,85kg,A型,右,左,2006.0,7巡目,日本航空二高─四国ＩＬ・高知─ロッテ,False,2016,ロッテ,61.0,143,607,525,74,178,30,5,8,242,69,64,68,6,6,2,6,12,4,8,2,0.339,0.461,0.417,0.877,2829,ロッテ,8000,both
角中勝也,http://www.baseball-lab.jp/player/detail/700087,外,1987.0,石川,180cm,85kg,A型,右,左,2006.0,7巡目,日本航空二高─四国ＩＬ・高知─ロッテ,False,2017,ロッテ,3.0,110,452,383,44,103,17,4,8,152,44,44,62,4,4,1,2,6,1,6,3,0.269,0.397,0.375,0.772,3694,ロッテ,14100,both
角中勝也,http://www.baseball-lab.jp/player/detail/700087,外,1987.0,石川,180cm,85kg,A型,右,左,2006.0,7巡目,日本航空二高─四国ＩＬ・高知─ロッテ,False,2018,ロッテ,3.0,112,470,411,44,109,23,2,7,157,57,63,48,2,5,0,6,3,3,9,1,0.265,0.382,0.345,0.727,4621,ロッテ,13100,both
角中勝也,http://www.baseball-lab.jp/player/detail/700087,外,1987.0,石川,180cm,85kg,A型,右,左,2006.0,7巡目,日本航空二高─四国ＩＬ・高知─ロッテ,False,2019,ロッテ,3.0,108,435,368,47,95,17,1,8,138,48,63,55,2,5,3,4,2,2,10,1,0.258,0.375,0.359,0.734,5565,ロッテ,13100,both
井口資仁,http://www.baseball-lab.jp/player/detail/11584,内,1974.0,東京,178cm,91kg,O型,右,右,1996.0,1位,国学院久我山高─青学大─ダイエー─ホワイトソックス─フィリーズ─パドレス─フィリーズ,True,2014,ロッテ,6.0,109,408,357,35,85,24,0,10,139,49,74,40,3,8,0,3,1,0,7,4,0.238,0.389,0.326,0.715,954,ロッテ,18000,both
井口資仁,http://www.baseball-lab.jp/player/detail/11584,内,1974.0,東京,178cm,91kg,O型,右,右,1996.0,1位,国学院久我山高─青学大─ダイエー─ホワイトソックス─フィリーズ─パドレス─フィリーズ,True,2015,ロッテ,6.0,87,250,227,21,56,17,1,6,93,28,65,21,0,2,0,0,1,0,4,6,0.247,0.41,0.316,0.726,1846,ロッテ,18000,both
井口資仁,http://www.baseball-lab.jp/player/detail/11584,内,1974.0,東京,178cm,91kg,O型,右,右,1996.0,1位,国学院久我山高─青学大─ダイエー─ホワイトソックス─フィリーズ─パドレス─フィリーズ,True,2016,ロッテ,6.0,79,176,152,13,39,8,0,5,62,34,50,19,0,2,0,3,1,0,1,3,0.257,0.408,0.341,0.749,2754,ロッテ,18000,both
井口資仁,http://www.baseball-lab.jp/player/detail/11584,内,1974.0,東京,178cm,91kg,O型,右,右,1996.0,1位,国学院久我山高─青学大─ダイエー─ホワイトソックス─フィリーズ─パドレス─フィリーズ,True,2017,ロッテ,6.0,65,144,123,9,30,7,0,2,43,15,27,19,1,0,0,2,0,0,4,0,0.244,0.35,0.34,0.69,3699,ロッテ,13500,both
加藤翔平,http://www.baseball-lab.jp/player/detail/1200097,外,1991.0,埼玉,183cm,84kg,AB型,右,両,2012.0,4位,春日部東高─上武大─ロッテ,False,2014,ロッテ,65.0,98,342,320,43,81,16,2,3,110,18,71,8,0,4,10,0,5,5,2,2,0.253,0.344,0.28,0.624,1433,ロッテ,1100,both
加藤翔平,http://www.baseball-lab.jp/player/detail/1200097,外,1991.0,埼玉,183cm,84kg,AB型,右,両,2012.0,4位,春日部東高─上武大─ロッテ,False,2015,ロッテ,65.0,21,63,57,3,13,1,0,0,14,2,11,3,0,0,3,0,2,0,0,0,0.228,0.246,0.267,0.512,2161,ロッテ,2100,both
加藤翔平,http://www.baseball-lab.jp/player/detail/1200097,外,1991.0,埼玉,183cm,84kg,AB型,右,両,2012.0,4位,春日部東高─上武大─ロッテ,False,2016,ロッテ,65.0,80,246,216,29,53,8,3,0,67,12,46,13,0,1,16,0,6,1,1,1,0.245,0.31,0.291,0.601,3091,ロッテ,1780,both
加藤翔平,http://www.baseball-lab.jp/player/detail/1200097,外,1991.0,埼玉,183cm,84kg,AB型,右,両,2012.0,4位,春日部東高─上武大─ロッテ,False,2017,ロッテ,65.0,98,292,271,24,72,12,5,5,109,27,44,6,0,1,12,2,7,4,2,2,0.266,0.402,0.282,0.684,3935,ロッテ,2490,both
加藤翔平,http://www.baseball-lab.jp/player/detail/1200097,外,1991.0,埼玉,183cm,84kg,AB型,右,両,2012.0,4位,春日部東高─上武大─ロッテ,False,2018,ロッテ,10.0,69,132,121,12,28,6,2,0,38,9,25,5,0,1,4,1,7,0,3,0,0.231,0.314,0.266,0.58,4818,ロッテ,3100,both
加藤翔平,http://www.baseball-lab.jp/player/detail/1200097,外,1991.0,埼玉,183cm,84kg,AB型,右,両,2012.0,4位,春日部東高─上武大─ロッテ,False,2019,ロッテ,10.0,60,120,109,12,22,3,1,4,39,9,32,7,0,2,2,0,4,2,2,1,0.202,0.358,0.263,0.621,5787,ロッテ,2700,both
岡田幸文,http://www.baseball-lab.jp/player/detail/900082,外,1984.0,栃木,177cm,70kg,O型,左,左,2008.0,（育）6位,作新学院高─日大中退─全足利クラブ─ロッテ,False,2014,ロッテ,66.0,110,249,222,37,61,6,3,0,73,9,32,14,0,1,11,1,14,4,1,0,0.275,0.329,0.319,0.648,1122,ロッテ,4000,both
岡田幸文,http://www.baseball-lab.jp/player/detail/900082,外,1984.0,栃木,177cm,70kg,O型,左,左,2008.0,（育）6位,作新学院高─日大中退─全足利クラブ─ロッテ,False,2015,ロッテ,66.0,112,205,188,24,46,2,3,0,54,13,22,8,0,2,7,0,11,2,0,1,0.245,0.287,0.283,0.57,2016,ロッテ,4000,both
